22.0,22.0,22.0,22.0
40.0,22.0,31.0,40.0
11.0,11.0,24.333333333333332,40.0
12.0,11.0,21.25,40.0
13.0,11.0,19.6,40.0
20.0,11.0,19.666666666666668,40.0
12.0,11.0,18.571428571428573,40.0
32.0,11.0,20.25,40.0
30.0,11.0,21.333333333333332,40.0
13.0,11.0,20.5,40.0
23.0,11.0,20.727272727272727,40.0
13.0,11.0,20.083333333333332,40.0
19.0,11.0,20.0,40.0
18.0,11.0,19.857142857142858,40.0
23.0,11.0,20.066666666666666,40.0
15.0,11.0,19.75,40.0
42.0,11.0,21.058823529411764,42.0
29.0,11.0,21.5,42.0
16.0,11.0,21.210526315789473,42.0
19.0,11.0,21.1,42.0
15.0,11.0,20.80952380952381,42.0
11.0,11.0,20.363636363636363,42.0
35.0,11.0,21.0,42.0
20.0,11.0,20.958333333333332,42.0
18.0,11.0,20.84,42.0
29.0,11.0,21.153846153846153,42.0
23.0,11.0,21.22222222222222,42.0
40.0,11.0,21.892857142857142,42.0
22.0,11.0,21.896551724137932,42.0
12.0,11.0,21.566666666666666,42.0
20.0,11.0,21.516129032258064,42.0
19.0,11.0,21.4375,42.0
27.0,11.0,21.606060606060606,42.0
20.0,11.0,21.558823529411764,42.0
28.0,11.0,21.742857142857144,42.0
14.0,11.0,21.52777777777778,42.0
16.0,11.0,21.37837837837838,42.0
39.0,11.0,21.842105263157894,42.0
10.0,10.0,21.53846153846154,42.0
12.0,10.0,21.3,42.0
47.0,10.0,21.926829268292682,47.0
11.0,10.0,21.666666666666668,47.0
15.0,10.0,21.511627906976745,47.0
17.0,10.0,21.40909090909091,47.0
13.0,10.0,21.22222222222222,47.0
11.0,10.0,21.0,47.0
14.0,10.0,20.851063829787233,47.0
30.0,10.0,21.041666666666668,47.0
39.0,10.0,21.408163265306122,47.0
15.0,10.0,21.28,47.0
23.0,10.0,21.313725490196077,47.0
19.0,10.0,21.26923076923077,47.0
12.0,10.0,21.09433962264151,47.0
16.0,10.0,21.0,47.0
29.0,10.0,21.145454545454545,47.0
25.0,10.0,21.214285714285715,47.0
70.0,10.0,22.07017543859649,70.0
34.0,10.0,22.275862068965516,70.0
30.0,10.0,22.406779661016948,70.0
30.0,10.0,22.533333333333335,70.0
13.0,10.0,22.37704918032787,70.0
14.0,10.0,22.241935483870968,70.0
13.0,10.0,22.095238095238095,70.0
12.0,10.0,21.9375,70.0
51.0,10.0,22.384615384615383,70.0
12.0,10.0,22.227272727272727,70.0
41.0,10.0,22.507462686567163,70.0
12.0,10.0,22.352941176470587,70.0
12.0,10.0,22.202898550724637,70.0
10.0,10.0,22.02857142857143,70.0
14.0,10.0,21.91549295774648,70.0
33.0,10.0,22.069444444444443,70.0
39.0,10.0,22.301369863013697,70.0
10.0,10.0,22.135135135135137,70.0
21.0,10.0,22.12,70.0
20.0,10.0,22.092105263157894,70.0
15.0,10.0,22.0,70.0
36.0,10.0,22.17948717948718,70.0
30.0,10.0,22.27848101265823,70.0
15.0,10.0,22.1875,70.0
26.0,10.0,22.234567901234566,70.0
33.0,10.0,22.365853658536587,70.0
15.0,10.0,22.27710843373494,70.0
21.0,10.0,22.261904761904763,70.0
10.0,10.0,22.11764705882353,70.0
14.0,10.0,22.023255813953487,70.0
16.0,10.0,21.95402298850575,70.0
61.0,10.0,22.397727272727273,70.0
37.0,10.0,22.56179775280899,70.0
23.0,10.0,22.566666666666666,70.0
15.0,10.0,22.483516483516482,70.0
15.0,10.0,22.402173913043477,70.0
16.0,10.0,22.333333333333332,70.0
14.0,10.0,22.24468085106383,70.0
28.0,10.0,22.305263157894736,70.0
16.0,10.0,22.239583333333332,70.0
33.0,10.0,22.350515463917525,70.0
33.0,10.0,22.459183673469386,70.0
20.0,10.0,22.434343434343436,70.0
65.0,10.0,22.86,70.0
10.0,10.0,22.74,70.0
13.0,10.0,22.47,70.0
15.0,10.0,22.51,70.0
25.0,10.0,22.64,70.0
34.0,10.0,22.85,70.0
16.0,10.0,22.81,70.0
22.0,10.0,22.91,70.0
15.0,10.0,22.74,70.0
13.0,10.0,22.57,70.0
41.0,10.0,22.85,70.0
20.0,10.0,22.82,70.0
38.0,10.0,23.07,70.0
13.0,10.0,23.01,70.0
45.0,10.0,23.28,70.0
28.0,10.0,23.33,70.0
28.0,10.0,23.46,70.0
21.0,10.0,23.25,70.0
49.0,10.0,23.45,70.0
30.0,10.0,23.59,70.0
26.0,10.0,23.66,70.0
24.0,10.0,23.75,70.0
10.0,10.0,23.74,70.0
13.0,10.0,23.52,70.0
10.0,10.0,23.42,70.0
16.0,10.0,23.4,70.0
10.0,10.0,23.21,70.0
21.0,10.0,23.19,70.0
44.0,10.0,23.23,70.0
18.0,10.0,23.19,70.0
18.0,10.0,23.25,70.0
12.0,10.0,23.17,70.0
34.0,10.0,23.32,70.0
52.0,10.0,23.57,70.0
21.0,10.0,23.58,70.0
18.0,10.0,23.48,70.0
20.0,10.0,23.54,70.0
60.0,10.0,23.98,70.0
13.0,10.0,23.72,70.0
18.0,10.0,23.8,70.0
21.0,10.0,23.89,70.0
20.0,10.0,23.62,70.0
44.0,10.0,23.95,70.0
26.0,10.0,24.06,70.0
13.0,10.0,24.02,70.0
13.0,10.0,24.02,70.0
14.0,10.0,24.05,70.0
17.0,10.0,24.08,70.0
43.0,10.0,24.21,70.0
29.0,10.0,24.11,70.0
21.0,10.0,24.17,70.0
9.0,9.0,24.03,70.0
13.0,9.0,23.97,70.0
16.0,9.0,24.01,70.0
24.0,9.0,24.09,70.0
15.0,9.0,23.95,70.0
37.0,9.0,24.07,70.0
44.0,9.0,23.81,65.0
29.0,9.0,23.76,65.0
44.0,9.0,23.9,65.0
17.0,9.0,23.77,65.0
16.0,9.0,23.8,65.0
32.0,9.0,23.98,65.0
18.0,9.0,24.03,65.0
20.0,9.0,24.11,65.0
26.0,9.0,23.86,65.0
21.0,9.0,23.95,65.0
33.0,9.0,23.87,65.0
30.0,9.0,24.05,65.0
40.0,9.0,24.33,65.0
12.0,9.0,24.35,65.0
23.0,9.0,24.44,65.0
22.0,9.0,24.33,65.0
29.0,9.0,24.23,65.0
13.0,9.0,24.26,65.0
11.0,9.0,24.16,65.0
15.0,9.0,24.11,65.0
38.0,9.0,24.34,65.0
13.0,9.0,24.11,65.0
33.0,9.0,24.14,65.0
39.0,9.0,24.38,65.0
31.0,9.0,24.43,65.0
9.0,9.0,24.19,65.0
20.0,9.0,24.24,65.0
14.0,9.0,24.17,65.0
28.0,9.0,24.35,65.0
11.0,9.0,24.32,65.0
19.0,9.0,24.35,65.0
13.0,9.0,23.87,65.0
12.0,9.0,23.62,65.0
25.0,9.0,23.64,65.0
23.0,9.0,23.72,65.0
21.0,9.0,23.78,65.0
30.0,9.0,23.92,65.0
19.0,9.0,23.97,65.0
11.0,9.0,23.8,65.0
26.0,9.0,23.9,65.0
31.0,9.0,23.88,65.0
16.0,9.0,23.71,65.0
